sentence,hate,category
ফাঁসির আগে এদের মেরে হাত পা ফাটাই ফেলে লবণ ঝাল মাখায় রোদে শুকায় তারপর এদের ফাঁসি দিয়া ঠিক হয় কারণ এরা তো এখন আর মানুষ নয় জানোয়ার হয়ে গেছে এমন ভাবে একটা মানুষের প্রত্যাশার করছে এরা,1,crime
তোমারে কি ফুটকি মারছে,0,religion
সালার ত কোনো ছবি দেখি নাসালা আবাল,1,"Meme, TikTok and others"
ভাইয়া আপনি অনেক ভালো,0,crime
কাউয়া কাদের শেস,1,politics
ছি ছি,0,crime
কুত্তালীগ কি সাধারণ জনগণের চেয়ে কি বেশি ডিম মারা জানে নাকি।,1,politics
মালটা ত ভালো আছে স্যার কুওার জমা পাইছে,1,crime
"ছাগল গুলা কাঠাল পাতা মনে করে, খাওয়ার জন্য এসে ভিড় জমিয়েছে... ছাগুর বাচ্চারা তুরা অার কবে মামনুষ হবে.???",1,celebrity
তোর ইচ্ছে হলে ন্যাংটা হয়ে চলাফেরা কর। মাগী বোরখার অমর্যাদা করিস খানকিমাগী গালি শোনার জন্য অশ্লীল কথাবার্তা বলিস।,1,entertainment
পাপনকে বাদ দিয়ে অন্য কিছু করা ঠীক,0,sports
পাগল ছাগল এই সব জাজদের গালে জুতা মারা দরকার। ছিরা জুতা মাইরা ব্যবহার শিখানু দরকার এই গাজাখুরদের। গাজা খাইয়া আইসা বসছে চেয়ারে।,1,entertainment
শালা গানকাটা কেন বানচুদ,1,entertainment
কুকুর বিড়ালকে আশরয়দিলে যেমনমাথায়ওঠে নাচেরানুদি ঠিকতাই ওকে বের কোরে দাওআমি খুসিকারন যেমানুষ কে ভালোবাসেনাসে উপর ওলাকেউভালোবাসেনাবেইমানওকে আবাররাসতারভীকারীবানিয়ে দাও,1,"Meme, TikTok and others"
ঐ হারামী মাজারে মাজারে গাজা খায়। এবং মাগী বাজী করে গাজার ব্যাবসা করে। একারণে ওর আতে ঘা লেগে ছে।,1,religion
নবিজিরসাতেকােনােকিছুরতুলনাচলেনা,0,religion
রাজশাহী সাপোর্টার কেও নাইরে যাক আমি হলাম ইনশাআল্লাহ জিতবে,0,sports
বালের নায়িকা অপু বিশ্বাস,1,"Meme, TikTok and others"
শালারে কঠিন শাস্তি দেওয়া হক,1,"Meme, TikTok and others"
বাংগালী রা সব দেখতে কামলা চোদা আবাল,1,entertainment
দুঃখজনক ব্যাপার ঢাকা প্লাটন শেষ মাশরাফি মুর্তজা আপনাকে অনেক ভালোবাসি,0,sports
